# Generated by scripts/vendor/refresh-unicode-names.py — do not hand-edit.
# Unicode 16.0.0, 26 curated blocks.
# Format: HEX;NAME;GENERAL_CATEGORY;BLOCK_SLUG
024F;LATIN SMALL LETTER Y WITH STROKE;Ll;latin-extended-b
0250;LATIN SMALL LETTER TURNED A;Ll;ipa-extensions
0251;LATIN SMALL LETTER ALPHA;Ll;ipa-extensions
0252;LATIN SMALL LETTER TURNED ALPHA;Ll;ipa-extensions
0253;LATIN SMALL LETTER B WITH HOOK;Ll;ipa-extensions
0254;LATIN SMALL LETTER OPEN O;Ll;ipa-extensions
0255;LATIN SMALL LETTER C WITH CURL;Ll;ipa-extensions
0256;LATIN SMALL LETTER D WITH TAIL;Ll;ipa-extensions
0257;LATIN SMALL LETTER D WITH HOOK;Ll;ipa-extensions
0258;LATIN SMALL LETTER REVERSED E;Ll;ipa-extensions
0259;LATIN SMALL LETTER SCHWA;Ll;ipa-extensions
025A;LATIN SMALL LETTER SCHWA WITH HOOK;Ll;ipa-extensions
025B;LATIN SMALL LETTER OPEN E;Ll;ipa-extensions
025C;LATIN SMALL LETTER REVERSED OPEN E;Ll;ipa-extensions
025D;LATIN SMALL LETTER REVERSED OPEN E WITH HOOK;Ll;ipa-extensions
025E;LATIN SMALL LETTER CLOSED REVERSED OPEN E;Ll;ipa-extensions
025F;LATIN SMALL LETTER DOTLESS J WITH STROKE;Ll;ipa-extensions
0260;LATIN SMALL LETTER G WITH HOOK;Ll;ipa-extensions
0261;LATIN SMALL LETTER SCRIPT G;Ll;ipa-extensions
0262;LATIN LETTER SMALL CAPITAL G;Ll;ipa-extensions
0263;LATIN SMALL LETTER GAMMA;Ll;ipa-extensions
0264;LATIN SMALL LETTER RAMS HORN;Ll;ipa-extensions
0265;LATIN SMALL LETTER TURNED H;Ll;ipa-extensions
0266;LATIN SMALL LETTER H WITH HOOK;Ll;ipa-extensions
0267;LATIN SMALL LETTER HENG WITH HOOK;Ll;ipa-extensions
0268;LATIN SMALL LETTER I WITH STROKE;Ll;ipa-extensions
0269;LATIN SMALL LETTER IOTA;Ll;ipa-extensions
026A;LATIN LETTER SMALL CAPITAL I;Ll;ipa-extensions
026B;LATIN SMALL LETTER L WITH MIDDLE TILDE;Ll;ipa-extensions
026C;LATIN SMALL LETTER L WITH BELT;Ll;ipa-extensions
026D;LATIN SMALL LETTER L WITH RETROFLEX HOOK;Ll;ipa-extensions
026E;LATIN SMALL LETTER LEZH;Ll;ipa-extensions
026F;LATIN SMALL LETTER TURNED M;Ll;ipa-extensions
0270;LATIN SMALL LETTER TURNED M WITH LONG LEG;Ll;ipa-extensions
0271;LATIN SMALL LETTER M WITH HOOK;Ll;ipa-extensions
0272;LATIN SMALL LETTER N WITH LEFT HOOK;Ll;ipa-extensions
0273;LATIN SMALL LETTER N WITH RETROFLEX HOOK;Ll;ipa-extensions
0274;LATIN LETTER SMALL CAPITAL N;Ll;ipa-extensions
0275;LATIN SMALL LETTER BARRED O;Ll;ipa-extensions
0276;LATIN LETTER SMALL CAPITAL OE;Ll;ipa-extensions
0277;LATIN SMALL LETTER CLOSED OMEGA;Ll;ipa-extensions
0278;LATIN SMALL LETTER PHI;Ll;ipa-extensions
0279;LATIN SMALL LETTER TURNED R;Ll;ipa-extensions
027A;LATIN SMALL LETTER TURNED R WITH LONG LEG;Ll;ipa-extensions
027B;LATIN SMALL LETTER TURNED R WITH HOOK;Ll;ipa-extensions
027C;LATIN SMALL LETTER R WITH LONG LEG;Ll;ipa-extensions
027D;LATIN SMALL LETTER R WITH TAIL;Ll;ipa-extensions
027E;LATIN SMALL LETTER R WITH FISHHOOK;Ll;ipa-extensions
027F;LATIN SMALL LETTER REVERSED R WITH FISHHOOK;Ll;ipa-extensions
0280;LATIN LETTER SMALL CAPITAL R;Ll;ipa-extensions
0281;LATIN LETTER SMALL CAPITAL INVERTED R;Ll;ipa-extensions
0282;LATIN SMALL LETTER S WITH HOOK;Ll;ipa-extensions
0283;LATIN SMALL LETTER ESH;Ll;ipa-extensions
0284;LATIN SMALL LETTER DOTLESS J WITH STROKE AND HOOK;Ll;ipa-extensions
0285;LATIN SMALL LETTER SQUAT REVERSED ESH;Ll;ipa-extensions
0286;LATIN SMALL LETTER ESH WITH CURL;Ll;ipa-extensions
0287;LATIN SMALL LETTER TURNED T;Ll;ipa-extensions
0288;LATIN SMALL LETTER T WITH RETROFLEX HOOK;Ll;ipa-extensions
0289;LATIN SMALL LETTER U BAR;Ll;ipa-extensions
028A;LATIN SMALL LETTER UPSILON;Ll;ipa-extensions
028B;LATIN SMALL LETTER V WITH HOOK;Ll;ipa-extensions
028C;LATIN SMALL LETTER TURNED V;Ll;ipa-extensions
028D;LATIN SMALL LETTER TURNED W;Ll;ipa-extensions
028E;LATIN SMALL LETTER TURNED Y;Ll;ipa-extensions
028F;LATIN LETTER SMALL CAPITAL Y;Ll;ipa-extensions
0290;LATIN SMALL LETTER Z WITH RETROFLEX HOOK;Ll;ipa-extensions
0291;LATIN SMALL LETTER Z WITH CURL;Ll;ipa-extensions
0292;LATIN SMALL LETTER EZH;Ll;ipa-extensions
0293;LATIN SMALL LETTER EZH WITH CURL;Ll;ipa-extensions
0294;LATIN LETTER GLOTTAL STOP;Lo;ipa-extensions
0295;LATIN LETTER PHARYNGEAL VOICED FRICATIVE;Ll;ipa-extensions
0296;LATIN LETTER INVERTED GLOTTAL STOP;Ll;ipa-extensions
0297;LATIN LETTER STRETCHED C;Ll;ipa-extensions
0298;LATIN LETTER BILABIAL CLICK;Ll;ipa-extensions
0299;LATIN LETTER SMALL CAPITAL B;Ll;ipa-extensions
029A;LATIN SMALL LETTER CLOSED OPEN E;Ll;ipa-extensions
029B;LATIN LETTER SMALL CAPITAL G WITH HOOK;Ll;ipa-extensions
029C;LATIN LETTER SMALL CAPITAL H;Ll;ipa-extensions
029D;LATIN SMALL LETTER J WITH CROSSED-TAIL;Ll;ipa-extensions
029E;LATIN SMALL LETTER TURNED K;Ll;ipa-extensions
029F;LATIN LETTER SMALL CAPITAL L;Ll;ipa-extensions
02A0;LATIN SMALL LETTER Q WITH HOOK;Ll;ipa-extensions
02A1;LATIN LETTER GLOTTAL STOP WITH STROKE;Ll;ipa-extensions
02A2;LATIN LETTER REVERSED GLOTTAL STOP WITH STROKE;Ll;ipa-extensions
02A3;LATIN SMALL LETTER DZ DIGRAPH;Ll;ipa-extensions
02A4;LATIN SMALL LETTER DEZH DIGRAPH;Ll;ipa-extensions
02A5;LATIN SMALL LETTER DZ DIGRAPH WITH CURL;Ll;ipa-extensions
02A6;LATIN SMALL LETTER TS DIGRAPH;Ll;ipa-extensions
02A7;LATIN SMALL LETTER TESH DIGRAPH;Ll;ipa-extensions
02A8;LATIN SMALL LETTER TC DIGRAPH WITH CURL;Ll;ipa-extensions
02A9;LATIN SMALL LETTER FENG DIGRAPH;Ll;ipa-extensions
02AA;LATIN SMALL LETTER LS DIGRAPH;Ll;ipa-extensions
02AB;LATIN SMALL LETTER LZ DIGRAPH;Ll;ipa-extensions
02AC;LATIN LETTER BILABIAL PERCUSSIVE;Ll;ipa-extensions
02AD;LATIN LETTER BIDENTAL PERCUSSIVE;Ll;ipa-extensions
02AE;LATIN SMALL LETTER TURNED H WITH FISHHOOK;Ll;ipa-extensions
02AF;LATIN SMALL LETTER TURNED H WITH FISHHOOK AND TAIL;Ll;ipa-extensions
02B0;MODIFIER LETTER SMALL H;Lm;spacing-modifier-letters
02B1;MODIFIER LETTER SMALL H WITH HOOK;Lm;spacing-modifier-letters
02B2;MODIFIER LETTER SMALL J;Lm;spacing-modifier-letters
02B3;MODIFIER LETTER SMALL R;Lm;spacing-modifier-letters
02B4;MODIFIER LETTER SMALL TURNED R;Lm;spacing-modifier-letters
02B5;MODIFIER LETTER SMALL TURNED R WITH HOOK;Lm;spacing-modifier-letters
02B6;MODIFIER LETTER SMALL CAPITAL INVERTED R;Lm;spacing-modifier-letters
02B7;MODIFIER LETTER SMALL W;Lm;spacing-modifier-letters
02B8;MODIFIER LETTER SMALL Y;Lm;spacing-modifier-letters
02B9;MODIFIER LETTER PRIME;Lm;spacing-modifier-letters
02BA;MODIFIER LETTER DOUBLE PRIME;Lm;spacing-modifier-letters
02BB;MODIFIER LETTER TURNED COMMA;Lm;spacing-modifier-letters
02BC;MODIFIER LETTER APOSTROPHE;Lm;spacing-modifier-letters
02BD;MODIFIER LETTER REVERSED COMMA;Lm;spacing-modifier-letters
02BE;MODIFIER LETTER RIGHT HALF RING;Lm;spacing-modifier-letters
02BF;MODIFIER LETTER LEFT HALF RING;Lm;spacing-modifier-letters
02C0;MODIFIER LETTER GLOTTAL STOP;Lm;spacing-modifier-letters
02C1;MODIFIER LETTER REVERSED GLOTTAL STOP;Lm;spacing-modifier-letters
02C2;MODIFIER LETTER LEFT ARROWHEAD;Sk;spacing-modifier-letters
02C3;MODIFIER LETTER RIGHT ARROWHEAD;Sk;spacing-modifier-letters
02C4;MODIFIER LETTER UP ARROWHEAD;Sk;spacing-modifier-letters
02C5;MODIFIER LETTER DOWN ARROWHEAD;Sk;spacing-modifier-letters
02C6;MODIFIER LETTER CIRCUMFLEX ACCENT;Lm;spacing-modifier-letters
02C7;CARON;Lm;spacing-modifier-letters
02C8;MODIFIER LETTER VERTICAL LINE;Lm;spacing-modifier-letters
02C9;MODIFIER LETTER MACRON;Lm;spacing-modifier-letters
02CA;MODIFIER LETTER ACUTE ACCENT;Lm;spacing-modifier-letters
02CB;MODIFIER LETTER GRAVE ACCENT;Lm;spacing-modifier-letters
02CC;MODIFIER LETTER LOW VERTICAL LINE;Lm;spacing-modifier-letters
02CD;MODIFIER LETTER LOW MACRON;Lm;spacing-modifier-letters
02CE;MODIFIER LETTER LOW GRAVE ACCENT;Lm;spacing-modifier-letters
02CF;MODIFIER LETTER LOW ACUTE ACCENT;Lm;spacing-modifier-letters
02D0;MODIFIER LETTER TRIANGULAR COLON;Lm;spacing-modifier-letters
02D1;MODIFIER LETTER HALF TRIANGULAR COLON;Lm;spacing-modifier-letters
02D2;MODIFIER LETTER CENTRED RIGHT HALF RING;Sk;spacing-modifier-letters
02D3;MODIFIER LETTER CENTRED LEFT HALF RING;Sk;spacing-modifier-letters
02D4;MODIFIER LETTER UP TACK;Sk;spacing-modifier-letters
02D5;MODIFIER LETTER DOWN TACK;Sk;spacing-modifier-letters
02D6;MODIFIER LETTER PLUS SIGN;Sk;spacing-modifier-letters
02D7;MODIFIER LETTER MINUS SIGN;Sk;spacing-modifier-letters
02D8;BREVE;Sk;spacing-modifier-letters
02D9;DOT ABOVE;Sk;spacing-modifier-letters
02DA;RING ABOVE;Sk;spacing-modifier-letters
02DB;OGONEK;Sk;spacing-modifier-letters
02DC;SMALL TILDE;Sk;spacing-modifier-letters
02DD;DOUBLE ACUTE ACCENT;Sk;spacing-modifier-letters
02DE;MODIFIER LETTER RHOTIC HOOK;Sk;spacing-modifier-letters
02DF;MODIFIER LETTER CROSS ACCENT;Sk;spacing-modifier-letters
02E0;MODIFIER LETTER SMALL GAMMA;Lm;spacing-modifier-letters
02E1;MODIFIER LETTER SMALL L;Lm;spacing-modifier-letters
02E2;MODIFIER LETTER SMALL S;Lm;spacing-modifier-letters
02E3;MODIFIER LETTER SMALL X;Lm;spacing-modifier-letters
02E4;MODIFIER LETTER SMALL REVERSED GLOTTAL STOP;Lm;spacing-modifier-letters
02E5;MODIFIER LETTER EXTRA-HIGH TONE BAR;Sk;spacing-modifier-letters
02E6;MODIFIER LETTER HIGH TONE BAR;Sk;spacing-modifier-letters
02E7;MODIFIER LETTER MID TONE BAR;Sk;spacing-modifier-letters
02E8;MODIFIER LETTER LOW TONE BAR;Sk;spacing-modifier-letters
02E9;MODIFIER LETTER EXTRA-LOW TONE BAR;Sk;spacing-modifier-letters
02EA;MODIFIER LETTER YIN DEPARTING TONE MARK;Sk;spacing-modifier-letters
02EB;MODIFIER LETTER YANG DEPARTING TONE MARK;Sk;spacing-modifier-letters
02EC;MODIFIER LETTER VOICING;Lm;spacing-modifier-letters
02ED;MODIFIER LETTER UNASPIRATED;Sk;spacing-modifier-letters
02EE;MODIFIER LETTER DOUBLE APOSTROPHE;Lm;spacing-modifier-letters
02EF;MODIFIER LETTER LOW DOWN ARROWHEAD;Sk;spacing-modifier-letters
02F0;MODIFIER LETTER LOW UP ARROWHEAD;Sk;spacing-modifier-letters
02F1;MODIFIER LETTER LOW LEFT ARROWHEAD;Sk;spacing-modifier-letters
02F2;MODIFIER LETTER LOW RIGHT ARROWHEAD;Sk;spacing-modifier-letters
02F3;MODIFIER LETTER LOW RING;Sk;spacing-modifier-letters
02F4;MODIFIER LETTER MIDDLE GRAVE ACCENT;Sk;spacing-modifier-letters
02F5;MODIFIER LETTER MIDDLE DOUBLE GRAVE ACCENT;Sk;spacing-modifier-letters
02F6;MODIFIER LETTER MIDDLE DOUBLE ACUTE ACCENT;Sk;spacing-modifier-letters
02F7;MODIFIER LETTER LOW TILDE;Sk;spacing-modifier-letters
02F8;MODIFIER LETTER RAISED COLON;Sk;spacing-modifier-letters
02F9;MODIFIER LETTER BEGIN HIGH TONE;Sk;spacing-modifier-letters
02FA;MODIFIER LETTER END HIGH TONE;Sk;spacing-modifier-letters
02FB;MODIFIER LETTER BEGIN LOW TONE;Sk;spacing-modifier-letters
02FC;MODIFIER LETTER END LOW TONE;Sk;spacing-modifier-letters
02FD;MODIFIER LETTER SHELF;Sk;spacing-modifier-letters
02FE;MODIFIER LETTER OPEN SHELF;Sk;spacing-modifier-letters
02FF;MODIFIER LETTER LOW LEFT ARROW;Sk;spacing-modifier-letters
0370;GREEK CAPITAL LETTER HETA;Lu;greek-and-coptic
0371;GREEK SMALL LETTER HETA;Ll;greek-and-coptic
0372;GREEK CAPITAL LETTER ARCHAIC SAMPI;Lu;greek-and-coptic
0373;GREEK SMALL LETTER ARCHAIC SAMPI;Ll;greek-and-coptic
0374;GREEK NUMERAL SIGN;Lm;greek-and-coptic
0375;GREEK LOWER NUMERAL SIGN;Sk;greek-and-coptic
0376;GREEK CAPITAL LETTER PAMPHYLIAN DIGAMMA;Lu;greek-and-coptic
0377;GREEK SMALL LETTER PAMPHYLIAN DIGAMMA;Ll;greek-and-coptic
037A;GREEK YPOGEGRAMMENI;Lm;greek-and-coptic
037B;GREEK SMALL REVERSED LUNATE SIGMA SYMBOL;Ll;greek-and-coptic
037C;GREEK SMALL DOTTED LUNATE SIGMA SYMBOL;Ll;greek-and-coptic
037D;GREEK SMALL REVERSED DOTTED LUNATE SIGMA SYMBOL;Ll;greek-and-coptic
037E;GREEK QUESTION MARK;Po;greek-and-coptic
037F;GREEK CAPITAL LETTER YOT;Lu;greek-and-coptic
0384;GREEK TONOS;Sk;greek-and-coptic
0385;GREEK DIALYTIKA TONOS;Sk;greek-and-coptic
0386;GREEK CAPITAL LETTER ALPHA WITH TONOS;Lu;greek-and-coptic
0387;GREEK ANO TELEIA;Po;greek-and-coptic
0388;GREEK CAPITAL LETTER EPSILON WITH TONOS;Lu;greek-and-coptic
0389;GREEK CAPITAL LETTER ETA WITH TONOS;Lu;greek-and-coptic
038A;GREEK CAPITAL LETTER IOTA WITH TONOS;Lu;greek-and-coptic
038C;GREEK CAPITAL LETTER OMICRON WITH TONOS;Lu;greek-and-coptic
038E;GREEK CAPITAL LETTER UPSILON WITH TONOS;Lu;greek-and-coptic
038F;GREEK CAPITAL LETTER OMEGA WITH TONOS;Lu;greek-and-coptic
0390;GREEK SMALL LETTER IOTA WITH DIALYTIKA AND TONOS;Ll;greek-and-coptic
0391;GREEK CAPITAL LETTER ALPHA;Lu;greek-and-coptic
0392;GREEK CAPITAL LETTER BETA;Lu;greek-and-coptic
0393;GREEK CAPITAL LETTER GAMMA;Lu;greek-and-coptic
0394;GREEK CAPITAL LETTER DELTA;Lu;greek-and-coptic
0395;GREEK CAPITAL LETTER EPSILON;Lu;greek-and-coptic
0396;GREEK CAPITAL LETTER ZETA;Lu;greek-and-coptic
0397;GREEK CAPITAL LETTER ETA;Lu;greek-and-coptic
0398;GREEK CAPITAL LETTER THETA;Lu;greek-and-coptic
0399;GREEK CAPITAL LETTER IOTA;Lu;greek-and-coptic
039A;GREEK CAPITAL LETTER KAPPA;Lu;greek-and-coptic
039B;GREEK CAPITAL LETTER LAMDA;Lu;greek-and-coptic
039C;GREEK CAPITAL LETTER MU;Lu;greek-and-coptic
039D;GREEK CAPITAL LETTER NU;Lu;greek-and-coptic
039E;GREEK CAPITAL LETTER XI;Lu;greek-and-coptic
039F;GREEK CAPITAL LETTER OMICRON;Lu;greek-and-coptic
03A0;GREEK CAPITAL LETTER PI;Lu;greek-and-coptic
03A1;GREEK CAPITAL LETTER RHO;Lu;greek-and-coptic
03A3;GREEK CAPITAL LETTER SIGMA;Lu;greek-and-coptic
03A4;GREEK CAPITAL LETTER TAU;Lu;greek-and-coptic
03A5;GREEK CAPITAL LETTER UPSILON;Lu;greek-and-coptic
03A6;GREEK CAPITAL LETTER PHI;Lu;greek-and-coptic
03A7;GREEK CAPITAL LETTER CHI;Lu;greek-and-coptic
03A8;GREEK CAPITAL LETTER PSI;Lu;greek-and-coptic
03A9;GREEK CAPITAL LETTER OMEGA;Lu;greek-and-coptic
03AA;GREEK CAPITAL LETTER IOTA WITH DIALYTIKA;Lu;greek-and-coptic
03AB;GREEK CAPITAL LETTER UPSILON WITH DIALYTIKA;Lu;greek-and-coptic
03AC;GREEK SMALL LETTER ALPHA WITH TONOS;Ll;greek-and-coptic
03AD;GREEK SMALL LETTER EPSILON WITH TONOS;Ll;greek-and-coptic
03AE;GREEK SMALL LETTER ETA WITH TONOS;Ll;greek-and-coptic
03AF;GREEK SMALL LETTER IOTA WITH TONOS;Ll;greek-and-coptic
03B0;GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND TONOS;Ll;greek-and-coptic
03B1;GREEK SMALL LETTER ALPHA;Ll;greek-and-coptic
03B2;GREEK SMALL LETTER BETA;Ll;greek-and-coptic
03B3;GREEK SMALL LETTER GAMMA;Ll;greek-and-coptic
03B4;GREEK SMALL LETTER DELTA;Ll;greek-and-coptic
03B5;GREEK SMALL LETTER EPSILON;Ll;greek-and-coptic
03B6;GREEK SMALL LETTER ZETA;Ll;greek-and-coptic
03B7;GREEK SMALL LETTER ETA;Ll;greek-and-coptic
03B8;GREEK SMALL LETTER THETA;Ll;greek-and-coptic
03B9;GREEK SMALL LETTER IOTA;Ll;greek-and-coptic
03BA;GREEK SMALL LETTER KAPPA;Ll;greek-and-coptic
03BB;GREEK SMALL LETTER LAMDA;Ll;greek-and-coptic
03BC;GREEK SMALL LETTER MU;Ll;greek-and-coptic
03BD;GREEK SMALL LETTER NU;Ll;greek-and-coptic
03BE;GREEK SMALL LETTER XI;Ll;greek-and-coptic
03BF;GREEK SMALL LETTER OMICRON;Ll;greek-and-coptic
03C0;GREEK SMALL LETTER PI;Ll;greek-and-coptic
03C1;GREEK SMALL LETTER RHO;Ll;greek-and-coptic
03C2;GREEK SMALL LETTER FINAL SIGMA;Ll;greek-and-coptic
03C3;GREEK SMALL LETTER SIGMA;Ll;greek-and-coptic
03C4;GREEK SMALL LETTER TAU;Ll;greek-and-coptic
03C5;GREEK SMALL LETTER UPSILON;Ll;greek-and-coptic
03C6;GREEK SMALL LETTER PHI;Ll;greek-and-coptic
03C7;GREEK SMALL LETTER CHI;Ll;greek-and-coptic
03C8;GREEK SMALL LETTER PSI;Ll;greek-and-coptic
03C9;GREEK SMALL LETTER OMEGA;Ll;greek-and-coptic
03CA;GREEK SMALL LETTER IOTA WITH DIALYTIKA;Ll;greek-and-coptic
03CB;GREEK SMALL LETTER UPSILON WITH DIALYTIKA;Ll;greek-and-coptic
03CC;GREEK SMALL LETTER OMICRON WITH TONOS;Ll;greek-and-coptic
03CD;GREEK SMALL LETTER UPSILON WITH TONOS;Ll;greek-and-coptic
03CE;GREEK SMALL LETTER OMEGA WITH TONOS;Ll;greek-and-coptic
03CF;GREEK CAPITAL KAI SYMBOL;Lu;greek-and-coptic
03D0;GREEK BETA SYMBOL;Ll;greek-and-coptic
03D1;GREEK THETA SYMBOL;Ll;greek-and-coptic
03D2;GREEK UPSILON WITH HOOK SYMBOL;Lu;greek-and-coptic
03D3;GREEK UPSILON WITH ACUTE AND HOOK SYMBOL;Lu;greek-and-coptic
03D4;GREEK UPSILON WITH DIAERESIS AND HOOK SYMBOL;Lu;greek-and-coptic
03D5;GREEK PHI SYMBOL;Ll;greek-and-coptic
03D6;GREEK PI SYMBOL;Ll;greek-and-coptic
03D7;GREEK KAI SYMBOL;Ll;greek-and-coptic
03D8;GREEK LETTER ARCHAIC KOPPA;Lu;greek-and-coptic
03D9;GREEK SMALL LETTER ARCHAIC KOPPA;Ll;greek-and-coptic
03DA;GREEK LETTER STIGMA;Lu;greek-and-coptic
03DB;GREEK SMALL LETTER STIGMA;Ll;greek-and-coptic
03DC;GREEK LETTER DIGAMMA;Lu;greek-and-coptic
03DD;GREEK SMALL LETTER DIGAMMA;Ll;greek-and-coptic
03DE;GREEK LETTER KOPPA;Lu;greek-and-coptic
03DF;GREEK SMALL LETTER KOPPA;Ll;greek-and-coptic
03E0;GREEK LETTER SAMPI;Lu;greek-and-coptic
03E1;GREEK SMALL LETTER SAMPI;Ll;greek-and-coptic
03E2;COPTIC CAPITAL LETTER SHEI;Lu;greek-and-coptic
03E3;COPTIC SMALL LETTER SHEI;Ll;greek-and-coptic
03E4;COPTIC CAPITAL LETTER FEI;Lu;greek-and-coptic
03E5;COPTIC SMALL LETTER FEI;Ll;greek-and-coptic
03E6;COPTIC CAPITAL LETTER KHEI;Lu;greek-and-coptic
03E7;COPTIC SMALL LETTER KHEI;Ll;greek-and-coptic
03E8;COPTIC CAPITAL LETTER HORI;Lu;greek-and-coptic
03E9;COPTIC SMALL LETTER HORI;Ll;greek-and-coptic
03EA;COPTIC CAPITAL LETTER GANGIA;Lu;greek-and-coptic
03EB;COPTIC SMALL LETTER GANGIA;Ll;greek-and-coptic
03EC;COPTIC CAPITAL LETTER SHIMA;Lu;greek-and-coptic
03ED;COPTIC SMALL LETTER SHIMA;Ll;greek-and-coptic
03EE;COPTIC CAPITAL LETTER DEI;Lu;greek-and-coptic
03EF;COPTIC SMALL LETTER DEI;Ll;greek-and-coptic
03F0;GREEK KAPPA SYMBOL;Ll;greek-and-coptic
03F1;GREEK RHO SYMBOL;Ll;greek-and-coptic
03F2;GREEK LUNATE SIGMA SYMBOL;Ll;greek-and-coptic
03F3;GREEK LETTER YOT;Ll;greek-and-coptic
03F4;GREEK CAPITAL THETA SYMBOL;Lu;greek-and-coptic
03F5;GREEK LUNATE EPSILON SYMBOL;Ll;greek-and-coptic
03F6;GREEK REVERSED LUNATE EPSILON SYMBOL;Sm;greek-and-coptic
03F7;GREEK CAPITAL LETTER SHO;Lu;greek-and-coptic
03F8;GREEK SMALL LETTER SHO;Ll;greek-and-coptic
03F9;GREEK CAPITAL LUNATE SIGMA SYMBOL;Lu;greek-and-coptic
03FA;GREEK CAPITAL LETTER SAN;Lu;greek-and-coptic
03FB;GREEK SMALL LETTER SAN;Ll;greek-and-coptic
03FC;GREEK RHO WITH STROKE SYMBOL;Ll;greek-and-coptic
03FD;GREEK CAPITAL REVERSED LUNATE SIGMA SYMBOL;Lu;greek-and-coptic
03FE;GREEK CAPITAL DOTTED LUNATE SIGMA SYMBOL;Lu;greek-and-coptic
03FF;GREEK CAPITAL REVERSED DOTTED LUNATE SIGMA SYMBOL;Lu;greek-and-coptic
0400;CYRILLIC CAPITAL LETTER IE WITH GRAVE;Lu;cyrillic
0401;CYRILLIC CAPITAL LETTER IO;Lu;cyrillic
0402;CYRILLIC CAPITAL LETTER DJE;Lu;cyrillic
0403;CYRILLIC CAPITAL LETTER GJE;Lu;cyrillic
0404;CYRILLIC CAPITAL LETTER UKRAINIAN IE;Lu;cyrillic
0405;CYRILLIC CAPITAL LETTER DZE;Lu;cyrillic
0406;CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I;Lu;cyrillic
0407;CYRILLIC CAPITAL LETTER YI;Lu;cyrillic
0408;CYRILLIC CAPITAL LETTER JE;Lu;cyrillic
0409;CYRILLIC CAPITAL LETTER LJE;Lu;cyrillic
040A;CYRILLIC CAPITAL LETTER NJE;Lu;cyrillic
040B;CYRILLIC CAPITAL LETTER TSHE;Lu;cyrillic
040C;CYRILLIC CAPITAL LETTER KJE;Lu;cyrillic
040D;CYRILLIC CAPITAL LETTER I WITH GRAVE;Lu;cyrillic
040E;CYRILLIC CAPITAL LETTER SHORT U;Lu;cyrillic
040F;CYRILLIC CAPITAL LETTER DZHE;Lu;cyrillic
0410;CYRILLIC CAPITAL LETTER A;Lu;cyrillic
0411;CYRILLIC CAPITAL LETTER BE;Lu;cyrillic
0412;CYRILLIC CAPITAL LETTER VE;Lu;cyrillic
0413;CYRILLIC CAPITAL LETTER GHE;Lu;cyrillic
0414;CYRILLIC CAPITAL LETTER DE;Lu;cyrillic
0415;CYRILLIC CAPITAL LETTER IE;Lu;cyrillic
0416;CYRILLIC CAPITAL LETTER ZHE;Lu;cyrillic
0417;CYRILLIC CAPITAL LETTER ZE;Lu;cyrillic
0418;CYRILLIC CAPITAL LETTER I;Lu;cyrillic
0419;CYRILLIC CAPITAL LETTER SHORT I;Lu;cyrillic
041A;CYRILLIC CAPITAL LETTER KA;Lu;cyrillic
041B;CYRILLIC CAPITAL LETTER EL;Lu;cyrillic
041C;CYRILLIC CAPITAL LETTER EM;Lu;cyrillic
041D;CYRILLIC CAPITAL LETTER EN;Lu;cyrillic
041E;CYRILLIC CAPITAL LETTER O;Lu;cyrillic
041F;CYRILLIC CAPITAL LETTER PE;Lu;cyrillic
0420;CYRILLIC CAPITAL LETTER ER;Lu;cyrillic
0421;CYRILLIC CAPITAL LETTER ES;Lu;cyrillic
0422;CYRILLIC CAPITAL LETTER TE;Lu;cyrillic
0423;CYRILLIC CAPITAL LETTER U;Lu;cyrillic
0424;CYRILLIC CAPITAL LETTER EF;Lu;cyrillic
0425;CYRILLIC CAPITAL LETTER HA;Lu;cyrillic
0426;CYRILLIC CAPITAL LETTER TSE;Lu;cyrillic
0427;CYRILLIC CAPITAL LETTER CHE;Lu;cyrillic
0428;CYRILLIC CAPITAL LETTER SHA;Lu;cyrillic
0429;CYRILLIC CAPITAL LETTER SHCHA;Lu;cyrillic
042A;CYRILLIC CAPITAL LETTER HARD SIGN;Lu;cyrillic
042B;CYRILLIC CAPITAL LETTER YERU;Lu;cyrillic
042C;CYRILLIC CAPITAL LETTER SOFT SIGN;Lu;cyrillic
042D;CYRILLIC CAPITAL LETTER E;Lu;cyrillic
042E;CYRILLIC CAPITAL LETTER YU;Lu;cyrillic
